filename,split,inferred_source,provenance_evidence,sha256,n_annotations,class_ids_present,width,height
COCO_M_A_4.jpg,train,own_field,declared_by_author,02c1c5e4bdd8973915fec7207fdd070952e7b0ea90ea4942eb9b61e41420eddf,19,0;1,960,448
COCO_M_A_40.jpg,train,own_field,declared_by_author,47016f0099b89b46e35d4aa9fb3d66cd30b7639681d1afbad6be2474e2e76bad,4,1,448,960
COCO_M_A_42.jpg,train,own_field,declared_by_author,61bef95e135bd2770aad7d45308e3c29083a853ab63f1fcc135e2a11c8b9e2d6,17,0;1,512,960
COCO_M_A_43.jpg,train,own_field,declared_by_author,8fbf99e982c7d08c155b5949b4a600ff8c3d74acf3f0628d6e9fdee07a87eb21,12,1,512,960
COCO_M_A_45.jpg,train,own_field,declared_by_author,4a17205169d1acf6158be26f0e99ade5fff02055a51439b4c4e12f298859b06d,32,1,576,960
COCO_M_A_47.jpg,train,own_field,declared_by_author,9151d3a9fcdd1208fc0f976b9472f459bd33cdcbb3bb5f0e1668d855e833ce53,30,0;1,960,640
COCO_M_A_5.jpg,train,own_field,declared_by_author,73d70dc8ae3973f9b700ff7441dc5bb052a67816c7adee8ea675e2795cfa3180,17,0;1,512,960
COCO_M_A_50.jpg,train,own_field,declared_by_author,d43d91a5234970772381ca3880647d8dd367399b6ab2095a9d7b03afc5cc8ec2,16,1,704,960
COCO_M_A_51.jpg,train,own_field,declared_by_author,7a21e966c756b3da6a72a3a1b256bd832c9bd11a933f0fce3aacc249853d110f,16,1,960,448
COCO_M_A_53.jpg,train,own_field,declared_by_author,5aba72f887408e022f91bdf3d5c91e9d3f06a712b2b21a74640de38512a60c06,10,1,960,576
COCO_M_A_54.jpg,train,own_field,declared_by_author,29da767f51ae644925379cd9fcabef06f948453843de674a1e10b539c0bef8b6,20,0;1,576,960
COCO_M_A_55.jpg,train,own_field,declared_by_author,067637900aadd73bf72571443d257043468842ea270fd603fed8609e270d2dfc,10,0;1,448,960
COCO_M_A_57.jpg,train,own_field,declared_by_author,d97ca26f7fe269b0591a3c11cc1e2543f9b94b0bf97c6dabc2a7a20b60d46cf8,31,0;1,640,960
COCO_M_A_59.jpg,train,own_field,declared_by_author,637f7c770ef88a2243d55c40fa2ddff32ad917a84913fdfefcc5482d3f66600f,19,0;1,960,704
COCO_M_A_6.jpg,train,own_field,declared_by_author,59738f15b6e4d054870bca3e1c16f534921478fc5864b89bb31ddaed629b35ca,10,1,384,960
COCO_M_A_61.jpg,train,own_field,declared_by_author,5e2ecf9cf066da467a7f3e251ba9091ccaf1e8a8041cc8dd419e8b43964a678d,17,1,576,960
COCO_M_A_63.jpg,train,own_field,declared_by_author,72bad0e8cbae421b7edc53cdb0930fbf25df63b22754b07f332c3c3a349c4401,15,0;1,512,960
COCO_M_A_64.jpg,train,own_field,declared_by_author,0e8f78da5db419869ba024e43f4b82a01c45324793757df76dea09f23f88e652,20,1,960,704
COCO_M_A_66.jpg,train,own_field,declared_by_author,b923b753a58113ba8b2883f3f3b63d88aa5ab0c5a496b6c55539be4017aa1002,2,1,960,704
COCO_M_A_67.jpg,train,own_field,declared_by_author,d75a87da28d579e2fbe5425beeb7a49fd907ded905bac095cee6024050f7d846,12,1,448,960
COCO_M_A_68.jpg,train,own_field,declared_by_author,acb871579a68c604db6588acc44e32f9cb9f4dbc9e5c3ae60df3574e1a5d4917,17,1,960,384
COCO_M_A_69.jpg,train,own_field,declared_by_author,1b6247059579f5e11f0c38459f37d76f231bd4c464ab72d21e2c341ccb8b80f9,13,1,640,960
COCO_M_A_7.jpg,train,own_field,declared_by_author,b2726284e9d5f928c9f02857908d434879e0dd18ccc5e5a7d2c267fa22456b6c,10,1,448,960
COCO_M_A_70.jpg,train,own_field,declared_by_author,b7f2be3fd77cc66038915aa779f601a8de53bee4a0eb948a91268f244f308d40,11,0;1,576,960
COCO_M_A_72.jpg,train,own_field,declared_by_author,8e5f0bf73a68de7592edae604315bc4a9582136ad1650df0fbd31d321637dc5a,14,1,960,704
COCO_M_A_73.jpg,train,own_field,declared_by_author,772ea3107f06bc60e4ac02638912a7b77ccf00dab9cc373e23040ddb8e1001fd,18,1,576,960
COCO_M_A_74.jpg,train,own_field,declared_by_author,34352137f494e6e671956d2d29729ab26fa9bd190aca8f28efd46f9c9d2c3996,15,1,512,960
COCO_M_A_78.jpg,train,own_field,declared_by_author,a6d46e978bdc2f4cac83eb292724ac93338dee5727d25cb4ead5c62ef41a9235,8,1,512,960
COCO_M_A_79.jpg,train,own_field,declared_by_author,436ece3b10855efecb20db2e9ad9f54751e7190cfeebfee492f5ff246c325382,11,1,448,960
COCO_M_A_8.jpg,train,own_field,declared_by_author,a7db9986f309537940465b76db34746bd9255b1559d4cc73c80676a754117b12,6,1,960,512
COCO_M_A_80.jpg,train,own_field,declared_by_author,33a9671d4ee45b9a154f130c4af50ec9933b5af1f494550fa5be1dd2f7dfcc91,14,1,960,576
COCO_M_A_81.jpg,train,own_field,declared_by_author,990e0915551f7f957ee7d1b3ae796737b83c2a80c120afb8432c2b46b0c2a44e,16,1,448,960
COCO_M_A_82.jpg,train,own_field,declared_by_author,e4265406fdbd562c72f4f67e294d19792fcc20cdf6a27354abc3d9b44d21714f,8,1,512,960
COCO_M_A_84.jpg,train,own_field,declared_by_author,91ca7f1c85d70c84654784795a171cbd55f95a89b3367e84379e057d6a4f1463,19,1,448,960
COCO_M_A_86.jpg,train,own_field,declared_by_author,26fc16ed148942295a2e67a8b951220cf137dc3c083ea5171305abf3c1ee942f,13,0;1,960,448
COCO_M_A_87.jpg,train,own_field,declared_by_author,913d555f2d390334f290b8617488289b2fe787831fd229f6c1b7e3be7e53dfe1,12,0;1,960,512
COCO_M_A_90.jpg,train,own_field,declared_by_author,a024db5cf410278ee59b8f01b64dde0e8351b271f23498ddf8cf36c94faa7222,16,1,448,960
COCO_M_A_91.jpg,train,own_field,declared_by_author,9872561aa9ac90ed9d94d957ed65af1b3901bb35633bbde33bcd3c086935164d,10,1,512,960
COCO_M_A_94.jpg,train,own_field,declared_by_author,43fb4543b7b359a86acac1817e542433bcbcfdb9524a02f2529e1327505736d5,15,1,960,576
COCO_M_A_95.jpg,train,own_field,declared_by_author,82b135db51c34e69771e03157ed1e77118adb169c527bd9964f0b7fcbda234eb,10,1,384,960
COCO_M_A_96.jpg,train,own_field,declared_by_author,6dd960494abcaab0059d0e14bdd48d818b488f9dda43757864e99c10954cb997,13,1,448,960
COCO_M_A_97.jpg,train,own_field,declared_by_author,55f13de788e06c1dc2a4eb06b4b93ae573b903b58707ba5d859f256c1e18ce31,14,0;1,960,512
COCO_M_A_98.jpg,train,own_field,declared_by_author,05a06be7a6adbb68da2b458eda66b8ef9fd3565216920ba3d8c98619bdba146d,4,1,512,960
COCO_Muy_A_102.jpg,train,own_field,declared_by_author,1a8b073358cf10eea41baeedec7d79c21c7bbc35a42c27a42b8129020c4e8bfe,24,1,960,640
COCO_Muy_A_103.jpg,train,own_field,declared_by_author,ba59410e6260d82b9b5144d568a716cca9208b6be32825c88cee6d38abae9793,23,1,832,960
COCO_Muy_A_104.jpg,train,own_field,declared_by_author,7327843e2fe4eaa4b975a6a4d1a1df04ccab120455fb5fc339eedfc5f364c095,40,1,960,448
COCO_Muy_A_106.jpg,train,own_field,declared_by_author,733c19150ed100b1e4f1749097f89b91e81902d925c94fdc8b98f79100361e53,14,1,960,512
COCO_Muy_A_107.jpg,train,own_field,declared_by_author,433903d8ab81debc6fb5b919d763b2599c0d544945872078d7260b2ae8d02763,44,1,640,960
COCO_Muy_A_108.jpg,train,own_field,declared_by_author,fe4a99efd24868e1c75f24e4383453175cdc036f68ff58b24be75e0af9a706ee,11,1,448,960
COCO_Muy_A_109.jpg,train,own_field,declared_by_author,fd16b655d9a747115e28f5685ae19b16fbc8a75d9c627e57e3716e16bf54970e,37,0;1,960,512
COCO_Muy_A_11.jpg,train,own_field,declared_by_author,6c57df18781b34d28daae404f97407b3636bf92b500b17c8d6c7017a71fb80fa,14,1,640,960
COCO_Muy_A_112.jpg,train,own_field,declared_by_author,0cd2064d5fc1fd1a9788631388a137f2ea0532615c15614d8555d4bd000449f1,32,0;1,576,960
COCO_Muy_A_114.jpg,train,own_field,declared_by_author,56985b5684952fc67214037df773deb9a45022b6c7f7a625775e74d2b488d0cd,30,0;1,960,704
COCO_Muy_A_12.jpg,train,own_field,declared_by_author,cf4c9c965be47c27a1a1b3ed16be965132b33bb1550237a56b3a909db2053eef,20,0;1,448,960
COCO_Muy_A_13.jpg,train,own_field,declared_by_author,4de25c30a89d2155d5046bbc2741ff56fca26349708320f36c726ff59d813dfe,33,0;1,640,960
COCO_Muy_A_14.jpg,train,own_field,declared_by_author,c62900c9c557b71ba5f9f10acbbc758f1efc062e74600915eaaeb1b476940443,23,1,448,960
COCO_Muy_A_15.jpg,train,own_field,declared_by_author,85db494ed7b5b2a314c0a06957a406856708fb99e59cf860af36aff70af74fbb,58,1,640,960
COCO_Muy_A_16.jpg,train,own_field,declared_by_author,acd16c328ee68c75e61444f087021ab759a032df8b5fed9ea7cbcb23a1f0487d,42,0;1,512,960
COCO_Muy_A_19.jpg,train,own_field,declared_by_author,2bf05576a3575245ab518154009a9ad1c1b6d833994b57ae95c4927b64793a85,16,1,960,704
COCO_Muy_A_2.jpg,train,own_field,declared_by_author,26675bb50d499fb26625a6ab05b82551dcdff537f6774916a051d74790815b58,54,1,960,576
COCO_Muy_A_20.jpg,train,own_field,declared_by_author,eb64529d13210c50a2b0d5b440cbda9530756ec689c21ad112ee8fd8344ad3c9,24,1,512,960
COCO_Muy_A_21.jpg,train,own_field,declared_by_author,ac44f2d294aa00579d0578bf78d40869a6348d27761dbc6620e9e66d730aef48,59,1,960,576
COCO_Muy_A_23.jpg,train,own_field,declared_by_author,4b9f651218ed08801d40b7b5ca0815976cebcd009c2da0cd923dcdf45f01417c,44,1,960,896
COCO_Muy_A_24.jpg,train,own_field,declared_by_author,6a9ed2f0b529a7735fbb126eb7c0bf64e0f2f0db152f3dc2143c0d24d5ff3d7d,23,1,960,576
COCO_Muy_A_25.jpg,train,own_field,declared_by_author,ee63b9905605550d3a6258b49724403290ee849ab6c54856d38adb6d4f19b630,24,1,512,960
COCO_Muy_A_27.jpg,train,own_field,declared_by_author,510ec41b22dfd583189aaf650653e2dbaac38f49fa3a491608a21aab24f58c39,31,0;1,960,576
COCO_Muy_A_28.jpg,train,own_field,declared_by_author,af1d6d08f3cfbb70dcf215ff6b44c8b0af5c614615616edc979f71ec5268ad52,38,1,640,960
COCO_Muy_A_31.jpg,train,own_field,declared_by_author,a7d427bf984102e5fb98af6c45be21effb983e3bd05ba9f791564beae41aa187,46,0;1,512,960
COCO_Muy_A_34.jpg,train,own_field,declared_by_author,eee7b2f3f8dc87c261622388e321461779d2e556fea902ecaf613440d3ad09f3,19,0;1,448,960
COCO_Muy_A_35.jpg,train,own_field,declared_by_author,71c0515002963cfa1731ad34e67c06b04ce41306e7593e7b92c450e46bc4ef86,39,0;1,704,960
COCO_Muy_A_36.jpg,train,own_field,declared_by_author,0c719ba235dc850c498a3847ee9991700b21d8d5b942250b78fffcd4b4ee4d55,42,1,960,832
COCO_Muy_A_39.jpg,train,own_field,declared_by_author,3cb0eec438421c37a8a1b0b7f6a43a8f47f56a7fdbdfdebe662945e0b2692969,57,1,576,960
COCO_Muy_A_43.jpg,train,own_field,declared_by_author,56828feea75d34e6449860ff4856bf3ef8a8187594874e4ae80fdf25ef0e401f,15,1,576,960
COCO_Muy_A_45.jpg,train,own_field,declared_by_author,dd7a0f0d081d9e7eaad7be954e82806cf0c8fb109ffc7f4ffd4277e8700c4a2b,78,1,576,960
COCO_Muy_A_49.jpg,train,own_field,declared_by_author,640ef76dea5161743453ca4c601e361ceb6e069d04b1639a6e0b4626d818cb6d,15,1,448,960
COCO_Muy_A_5.jpg,train,own_field,declared_by_author,9c6a9748f1c99bfaafa34657924cf792a8d060237231c0b7d6454e08d67fddcc,24,1,512,960
COCO_Muy_A_50.jpg,train,own_field,declared_by_author,4637295f497edbccb98044281cd439d3acb3a109e1931a0428a9427b5949c8e9,8,1,512,960
COCO_Muy_A_52.jpg,train,own_field,declared_by_author,76cf33eb153c165b5d627537770caf3353572f22b8a055d1690a8e75a4406d59,23,1,960,704
COCO_Muy_A_54.jpg,train,own_field,declared_by_author,bc6df8b2c5d03f0e6cab831365d89394f42b9e3ac2b367a1747af8086b265f61,22,0;1,512,960
COCO_Muy_A_55.jpg,train,own_field,declared_by_author,cabaeca03dba8fd3538af338bdac6e962d83f18d5b3dfd24229832b58d47c74f,18,0;1,512,960
COCO_Muy_A_57.jpg,train,own_field,declared_by_author,d464be82e8e9cce401ca712cb4a7289295fe567f44275b7e32b0cc362a1eacf5,16,0;1,960,448
COCO_Muy_A_58.jpg,train,own_field,declared_by_author,064ec1559ea85a84cc2f4e726d0c4cb235189f00c42eb31fa311024d5e507034,31,1,448,960
COCO_Muy_A_59.jpg,train,own_field,declared_by_author,cb66963bf50ca6c748067c06848fdb0102598e43a43923b1f83777d9870c5172,26,1,960,640
COCO_Muy_A_60.jpg,train,own_field,declared_by_author,faee6ddd80c199f480dc5b00fdbb03bf362600362843d8e8afce292a02acf327,24,0;1,576,960
COCO_Muy_A_62.jpg,train,own_field,declared_by_author,954035b79f5cc4e634eb31e81a440bae18ced7ae4337b879081aefc4f2e79ecf,22,1,576,960
COCO_Muy_A_64.jpg,train,own_field,declared_by_author,fccad099ca4c43060f990a706106866a03453e18635f9b9b400e1821104eb257,38,1,512,960
COCO_Muy_A_65.jpg,train,own_field,declared_by_author,967d8a58b2eb7617078c2dca5442911fd0a997820bf5577f126382c22df7c8d9,26,0;1,640,960
COCO_Muy_A_67.jpg,train,own_field,declared_by_author,4136cee56efffe234ed92fb04f1cd0f422e3a32cd85eff3d27278cee3682801a,15,1,512,960
COCO_Muy_A_68.jpg,train,own_field,declared_by_author,5d769c829bcfa66071b2d0361b62024d32945d4de5f0cb69f99eabf60462049c,22,1,640,960
COCO_Muy_A_69.jpg,train,own_field,declared_by_author,0f9ae18e252c101961ed6f46d0009b78cb2be4e04c17ef6eb8cd1a0694899517,31,0;1,960,512
COCO_Muy_A_72.jpg,train,own_field,declared_by_author,50224e034fc55e423f6cef23a266726e640c14f3a76adc1b23ba7c862e1c9559,18,1,640,960
COCO_Muy_A_75.jpg,train,own_field,declared_by_author,ce146f135bf2759ec1cf8dc80df2eeb95269ad83ec4ecc99c492a5637f584ec0,48,0;1,960,448
COCO_Muy_A_78.jpg,train,own_field,declared_by_author,398249d18f7fb42c0ab890f857c66756fdfcd1f2e325bdef98ba8d58959a9461,19,1,512,960
COCO_Muy_A_8.jpg,train,own_field,declared_by_author,6c4c30eb0023604d3d32222221d8fd787eaac8434c69ae42d4e48667549303f2,14,1,960,704
COCO_Muy_A_80.jpg,train,own_field,declared_by_author,770c81b0e26c0ab56d8f3d2f1785363423231f97f567dfd81c65c68b4fa9d990,15,1,960,512
COCO_Muy_A_82.jpg,train,own_field,declared_by_author,1fdd1906478772d54d2feb6b9a9a050197f78f361ce44ead50089cf43942cdca,34,0;1,960,576
COCO_Muy_A_85.jpg,train,own_field,declared_by_author,4c5c2663cc7dbd730208e56943b74424337e8d95a2999fc12c87967036e04ad4,72,0;1,576,960
COCO_Muy_A_86.jpg,train,own_field,declared_by_author,eea67bd1aa0d93ce4419da35df85196665090fac439557be2050a185f872a441,21,1,512,960
COCO_Muy_A_87.jpg,train,own_field,declared_by_author,e4585d1480266c11db30f443c5004da68cf2e0328bc58d5199cd44598ad28271,34,0;1,576,960
COCO_Muy_A_88.jpg,train,own_field,declared_by_author,3cb7d1d52e5a52ec12494153d2616216f6f137e96f427abb0e0270f8fbf53a08,41,1,512,960
COCO_Muy_A_89.jpg,train,own_field,declared_by_author,56435d6a15a059ef67fe15eb84f67b3455c6ceb8eb1b1916c2182076103a5d83,28,1,960,832
COCO_Muy_A_91.jpg,train,own_field,declared_by_author,a4f75d7227cd46f950ec29c5e9497bf0917e70ecbcaa6f8bc6b8c8c43140690f,13,1,448,960
COCO_Muy_A_92.jpg,train,own_field,declared_by_author,7baba8c2e2bee65d78d3b694388053ef0542851fecd3217d57b5fbd58ff9592e,28,1,512,960
COCO_Muy_A_93.jpg,train,own_field,declared_by_author,b5ac53946bfd34a463d6d4474a2b9782aa1ed5c42e5e2b4bb3efeb1151f423de,32,1,960,512
COCO_Muy_A_96.jpg,train,own_field,declared_by_author,ec2b045e61a6172596d841fd79ed00d59e117d756c2c47413dec22bec72278d8,19,1,960,704
COCO_Muy_A_98.jpg,train,own_field,declared_by_author,0c7c5ea90222ce4346c88aa24df02914e6aae1c41fde796955dbb74ab735c735,50,1,640,960
COCO_P_A_1.jpg,train,own_field,declared_by_author,fa3dc4226caf49a476a60ea107dd72e3ffb9de4c7de9132b3a2dcda8a0dd21d7,12,1,512,960
COCO_P_A_10.jpg,train,own_field,declared_by_author,9c4be7c9e5919a4080ca46af01240a2e4d131d2716f4c3d34edeab43fba5f635,9,1,832,960
COCO_P_A_12.jpg,train,own_field,declared_by_author,33a74be42c35f69607e99fd4a7d223312ea6591006f19010ab05eb39455e190a,10,1,576,960
COCO_P_A_13.jpg,train,own_field,declared_by_author,a14d9fa394f3f5a99db13400e410f3d1c16008f008a8134dd2774d689de18058,3,1,960,512
COCO_P_A_16.jpg,train,own_field,declared_by_author,1afa42b90b048139b6d20ecfc8797113bc3626d20f7804cf7b9feace6c514032,10,1,960,576
COCO_P_A_18.jpg,train,own_field,declared_by_author,b36a0c3b81f37197ad63f4fae7ec0a55ce4a2f62612f26bc9264e454d7685ac5,3,1,704,960
COCO_P_A_19.jpg,train,own_field,declared_by_author,70732776163da9dd28f223279706c9ec306dc45cee15f8829a528c818ef6e496,3,1,960,384
COCO_P_A_2.jpg,train,own_field,declared_by_author,7e8ef300434aad65bbedce408f135845235755ae216ff59137c2c3795b299045,6,1,960,512
COCO_P_A_23.jpg,train,own_field,declared_by_author,03d0871378e9c75b3d809d7f270373591bd5505185f3c3b5108aa1a1ede6ae81,24,1,960,512
COCO_P_A_25.jpg,train,own_field,declared_by_author,d763d0a988aa642d1e54d4cc001f0db9c1c06e114626f7301b9c3ef0f2ad00b5,4,1,512,960
COCO_P_A_26.jpg,train,own_field,declared_by_author,bed3df8154110a301d6be5aea29240317c923412f59875afc8c21f8a9f6cec7e,16,0;1,640,960
COCO_P_A_27.jpg,train,own_field,declared_by_author,6846f5fc008f4673be05934e08138241b410373e55501a48e242d26fc7c65be9,14,0;1,512,960
COCO_P_A_29.jpg,train,own_field,declared_by_author,06f98afbb99d31dc4170b5f399f5a0c8f634fa5d9e18cc47a0e44bd8a7d1e245,12,1,960,512
COCO_P_A_3.jpg,train,own_field,declared_by_author,e6d1450080859875c8e0124a19555ddc461801f7f3a31cd46337dcb6c474dd4c,5,1,960,640
COCO_P_A_30.jpg,train,own_field,declared_by_author,75e93e10f7c63b10caf13119bea1e10635dbe51d8ea4b1e45a678616e7a3738f,2,1,576,960
COCO_P_A_31.jpg,train,own_field,declared_by_author,2229458122a565aaf04f7332152e9432ee5704907e07df5229439300cb69a857,11,1,960,512
COCO_P_A_33.jpg,train,own_field,declared_by_author,7873b91bb797f7588a02634eee35bbfc4b386645e720f901ec9a5bf65884b470,7,1,640,960
COCO_P_A_36.jpg,train,own_field,declared_by_author,e0c7ff2b2fa78c82629a3eaed5a5ca5a35aa12758d816695866fec68770b4763,2,1,960,640
COCO_P_A_37.jpg,train,own_field,declared_by_author,fe35c7a68a6ba98078aa0a5a7422832112ea32babe6716a7846e943c4daf82f0,9,1,960,576
COCO_P_A_41.jpg,train,own_field,declared_by_author,d3457d2cdec368ddd231961bc3a00d402a4f63f225e7194642645fe85b0922ee,13,0;1,576,960
COCO_P_A_42.jpg,train,own_field,declared_by_author,714af665c20f926baec0bbefd9be1c1d4770e54aa0f7dedcd5b635bb86485fb6,5,1,448,960
COCO_P_A_43.jpg,train,own_field,declared_by_author,6e1a74d597534e860be15c8e54911a3e7e1fba03f522052141e96ad266df3980,24,0;1,960,512
COCO_P_A_44.jpg,train,own_field,declared_by_author,908e88b64ac76f6c7eb7d19912b8ef30a0c9453927771aa9620e7cdc9ca93e44,9,1,448,960
COCO_P_A_47.jpg,train,own_field,declared_by_author,4c1dc2d1e1eb37878ac337f98fa91d17258d6415ebd6b1a8cac97979753af18f,10,1,640,960
COCO_P_A_48.jpg,train,own_field,declared_by_author,51868ae6368b3f89e15a6ea5895f52bc3fa9a43e838fd2434fe8170507bd223d,9,0;1,960,640
COCO_P_A_49.jpg,train,own_field,declared_by_author,6846a0227dd4c36b4bd471698f45abcfbb11d59184d71e0ca21128169ec52330,9,1,960,448
COCO_P_A_5.jpg,train,own_field,declared_by_author,3521104fbc2ae04facd0dc607dd29a4d5e9628aca50e60eedc93ede93428e7cf,4,1,384,960
COCO_P_A_50.jpg,train,own_field,declared_by_author,4513987421b7d6c78e768cc3f51d702a747c2f1d31ebfae4d81cb10ada3db32e,5,1,576,960
COCO_P_A_51.jpg,train,own_field,declared_by_author,8fbc6f00cd820156a40c5ebc36b084b5b5c1aeead16e9bce41111698e1151b38,10,0;1,960,576
COCO_P_A_52.jpg,train,own_field,declared_by_author,dabee340625a50c0c5efeda3c2a8ce16a9a6b15a1e754e9eb43394f0fb2e008b,2,1,960,576
COCO_P_A_53.jpg,train,own_field,declared_by_author,880f5e86c4520c26d1a615b4cdc42ff64301a1257a858bbd912f0b0d2ed4cc8d,14,0;1,960,576
COCO_P_A_54.jpg,train,own_field,declared_by_author,c81862124ee9eed5e665fef837b387e4326024318f1311b66bf24d04688754d2,4,1,576,960
COCO_P_A_55.jpg,train,own_field,declared_by_author,3e2f9bd866fae92f6465aabf45bc3221482bbb8f47148b894ac5f958be3ae716,9,0;1,960,576
COCO_P_A_56.jpg,train,own_field,declared_by_author,3cfec716258bf57872da507522a53e6941b3f34447e6cfc869f5d5502833f912,12,1,960,576
COCO_P_A_57.jpg,train,own_field,declared_by_author,cb55ca9e07334f3d3cf45a69065a91ba16e68d63ec57b8cf5ebca399cb7c91a4,6,1,960,512
COCO_P_A_58.jpg,train,own_field,declared_by_author,0fc5be2f157cd897eb35bbe52f0cb19b55f91a425cbbf90f94bb9cd136baed53,9,1,576,960
COCO_P_A_59.jpg,train,own_field,declared_by_author,f7281318d387e21f0373c24994b73e5809cd9885dc8a9e02ce8825088d91e8fa,9,1,960,576
COCO_P_A_60.jpg,train,own_field,declared_by_author,0617acf922aba3b19e93ac0ed40897eb2a64c2dd538fd034d58e7c63a49e8986,12,1,960,640
COCO_P_A_62.jpg,train,own_field,declared_by_author,d767ff8cacc97ea0153299c4fad5140405481cad6237c49f6929a2e0e6d93b8f,7,1,960,896
COCO_P_A_63.jpg,train,own_field,declared_by_author,569b8fbb10273f7e56a00b4b91937b7cbebae11e88977dc643b51eea6375e6fc,9,1,960,832
COCO_P_A_65.jpg,train,own_field,declared_by_author,b7023755f82bbbec62c1df269021c712c0345cce989ed112c114e5371eb1cacc,10,1,960,704
COCO_P_A_66.jpg,train,own_field,declared_by_author,f8c9a6b920211872f5893cdd50bed75fa344b065c06f007daa1d7c988428b7bf,4,1,960,704
COCO_P_A_67.jpg,train,own_field,declared_by_author,2447ec8cdc6f99a0fd1a1d12803c6258085a5d7861f171a36acc75b43e95b08c,9,1,576,960
COCO_P_A_68.jpg,train,own_field,declared_by_author,be040675a82118ec89e0bb8eb887670785ba75c3ae12407da72d1d5b4b447ef9,8,1,960,448
COCO_P_A_71.jpg,train,own_field,declared_by_author,79abd2ba102a6819ad8ec72283558ab705b3e8c74f03a60164f12fcb84cf7b51,4,1,960,448
COCO_P_A_72.jpg,train,own_field,declared_by_author,4fc76c8fb5881d40e06430d87d1ffcdfac5d1170ed421b912eb2ebe780aed38d,3,1,960,576
COCO_P_A_73.jpg,train,own_field,declared_by_author,9f852d889f024594609e3f0335668afb33f043e5ef01bd015ec2ddc88ddbf218,6,0;1,640,960
COCO_P_A_74.jpg,train,own_field,declared_by_author,b88441590e55e554f6b5d87983e6e31c9a8f95fbd92b8ea9bf882074cec91d69,9,0;1,640,960
COCO_P_A_75.jpg,train,own_field,declared_by_author,b5e15e2e2dbe614e7ffc77140d898719268fd2df292885f793f177487b8b40df,10,0;1,512,960
