stem,split,prefix,trailing_number,source,roya_count,coco_count,minador_count,total_annots,is_background
COCO_Muy_A_96,train,COCO_Muy_A,96,own_field,0,19,0,19,False
COCO_Muy_A_99,train,COCO_Muy_A,99,own_field,0,36,0,36,False
COCO_P_A_1,train,COCO_P_A,1,own_field,0,12,0,12,False
COCO_P_A_14,train,COCO_P_A,14,own_field,0,10,0,10,False
COCO_P_A_15,train,COCO_P_A,15,own_field,0,5,0,5,False
COCO_P_A_16,train,COCO_P_A,16,own_field,0,10,0,10,False
COCO_P_A_18,train,COCO_P_A,18,own_field,0,3,0,3,False
COCO_P_A_20,train,COCO_P_A,20,own_field,1,13,0,14,False
COCO_P_A_21,train,COCO_P_A,21,own_field,0,5,0,5,False
COCO_P_A_22,train,COCO_P_A,22,own_field,0,5,0,5,False
COCO_P_A_24,train,COCO_P_A,24,own_field,0,2,0,2,False
COCO_P_A_25,train,COCO_P_A,25,own_field,0,4,0,4,False
COCO_P_A_26,train,COCO_P_A,26,own_field,1,15,0,16,False
COCO_P_A_27,train,COCO_P_A,27,own_field,1,13,0,14,False
COCO_P_A_3,train,COCO_P_A,3,own_field,0,5,0,5,False
COCO_P_A_31,train,COCO_P_A,31,own_field,0,11,0,11,False
COCO_P_A_32,train,COCO_P_A,32,own_field,0,6,0,6,False
COCO_P_A_34,train,COCO_P_A,34,own_field,0,5,0,5,False
COCO_P_A_35,train,COCO_P_A,35,own_field,0,6,0,6,False
COCO_P_A_36,train,COCO_P_A,36,own_field,0,2,0,2,False
COCO_P_A_37,train,COCO_P_A,37,own_field,0,9,0,9,False
COCO_P_A_40,train,COCO_P_A,40,own_field,0,9,0,9,False
COCO_P_A_41,train,COCO_P_A,41,own_field,1,12,0,13,False
COCO_P_A_42,train,COCO_P_A,42,own_field,0,5,0,5,False
COCO_P_A_43,train,COCO_P_A,43,own_field,1,23,0,24,False
COCO_P_A_44,train,COCO_P_A,44,own_field,0,9,0,9,False
COCO_P_A_45,train,COCO_P_A,45,own_field,0,4,0,4,False
COCO_P_A_46,train,COCO_P_A,46,own_field,0,3,0,3,False
COCO_P_A_47,train,COCO_P_A,47,own_field,0,10,0,10,False
COCO_P_A_50,train,COCO_P_A,50,own_field,0,5,0,5,False
COCO_P_A_53,train,COCO_P_A,53,own_field,1,13,0,14,False
COCO_P_A_54,train,COCO_P_A,54,own_field,0,4,0,4,False
COCO_P_A_57,train,COCO_P_A,57,own_field,0,6,0,6,False
COCO_P_A_58,train,COCO_P_A,58,own_field,0,9,0,9,False
COCO_P_A_59,train,COCO_P_A,59,own_field,0,9,0,9,False
COCO_P_A_6,train,COCO_P_A,6,own_field,0,6,0,6,False
COCO_P_A_60,train,COCO_P_A,60,own_field,0,12,0,12,False
COCO_P_A_61,train,COCO_P_A,61,own_field,0,13,0,13,False
COCO_P_A_62,train,COCO_P_A,62,own_field,0,7,0,7,False
COCO_P_A_63,train,COCO_P_A,63,own_field,0,9,0,9,False
COCO_P_A_64,train,COCO_P_A,64,own_field,0,8,0,8,False
COCO_P_A_65,train,COCO_P_A,65,own_field,0,10,0,10,False
COCO_P_A_66,train,COCO_P_A,66,own_field,0,4,0,4,False
COCO_P_A_68,train,COCO_P_A,68,own_field,0,8,0,8,False
COCO_P_A_69,train,COCO_P_A,69,own_field,0,9,0,9,False
COCO_P_A_7,train,COCO_P_A,7,own_field,2,5,0,7,False
COCO_P_A_70,train,COCO_P_A,70,own_field,0,5,0,5,False
COCO_P_A_71,train,COCO_P_A,71,own_field,0,4,0,4,False
COCO_P_A_72,train,COCO_P_A,72,own_field,0,3,0,3,False
COCO_P_A_73,train,COCO_P_A,73,own_field,2,4,0,6,False
COCO_P_A_74,train,COCO_P_A,74,own_field,1,8,0,9,False
COCO_P_A_75,train,COCO_P_A,75,own_field,1,9,0,10,False
COCO_P_A_76,train,COCO_P_A,76,own_field,0,4,0,4,False
COCO_P_A_8,train,COCO_P_A,8,own_field,0,10,0,10,False
COCO_RECORTE_1,train,COCO_RECORTE,1,own_field,0,2,0,2,False
COCO_RECORTE_100,train,COCO_RECORTE,100,own_field,1,6,0,7,False
COCO_RECORTE_103,train,COCO_RECORTE,103,own_field,0,5,0,5,False
COCO_RECORTE_104,train,COCO_RECORTE,104,own_field,0,5,0,5,False
COCO_RECORTE_106,train,COCO_RECORTE,106,own_field,0,7,0,7,False
COCO_RECORTE_107,train,COCO_RECORTE,107,own_field,0,8,0,8,False
COCO_RECORTE_108,train,COCO_RECORTE,108,own_field,0,6,0,6,False
COCO_RECORTE_109,train,COCO_RECORTE,109,own_field,0,5,0,5,False
COCO_RECORTE_110,train,COCO_RECORTE,110,own_field,0,12,0,12,False
COCO_RECORTE_111,train,COCO_RECORTE,111,own_field,0,5,0,5,False
COCO_RECORTE_113,train,COCO_RECORTE,113,own_field,0,8,0,8,False
COCO_RECORTE_114,train,COCO_RECORTE,114,own_field,0,6,0,6,False
COCO_RECORTE_115,train,COCO_RECORTE,115,own_field,0,8,0,8,False
COCO_RECORTE_116,train,COCO_RECORTE,116,own_field,1,7,0,8,False
COCO_RECORTE_117,train,COCO_RECORTE,117,own_field,0,10,0,10,False
COCO_RECORTE_119,train,COCO_RECORTE,119,own_field,0,7,0,7,False
COCO_RECORTE_123,train,COCO_RECORTE,123,own_field,0,9,0,9,False
COCO_RECORTE_125,train,COCO_RECORTE,125,own_field,0,7,0,7,False
COCO_RECORTE_126,train,COCO_RECORTE,126,own_field,0,7,0,7,False
COCO_RECORTE_128,train,COCO_RECORTE,128,own_field,0,4,0,4,False
COCO_RECORTE_129,train,COCO_RECORTE,129,own_field,0,4,0,4,False
COCO_RECORTE_130,train,COCO_RECORTE,130,own_field,0,8,0,8,False
COCO_RECORTE_132,train,COCO_RECORTE,132,own_field,0,7,0,7,False
COCO_RECORTE_135,train,COCO_RECORTE,135,own_field,0,7,0,7,False
COCO_RECORTE_136,train,COCO_RECORTE,136,own_field,0,7,0,7,False
COCO_RECORTE_139,train,COCO_RECORTE,139,own_field,0,4,0,4,False
COCO_RECORTE_14,train,COCO_RECORTE,14,own_field,0,5,0,5,False
COCO_RECORTE_141,train,COCO_RECORTE,141,own_field,0,37,0,37,False
COCO_RECORTE_142,train,COCO_RECORTE,142,own_field,0,16,0,16,False
COCO_RECORTE_143,train,COCO_RECORTE,143,own_field,0,7,0,7,False
COCO_RECORTE_146,train,COCO_RECORTE,146,own_field,0,6,0,6,False
COCO_RECORTE_147,train,COCO_RECORTE,147,own_field,0,8,0,8,False
COCO_RECORTE_148,train,COCO_RECORTE,148,own_field,0,5,0,5,False
COCO_RECORTE_15,train,COCO_RECORTE,15,own_field,0,2,0,2,False
COCO_RECORTE_150,train,COCO_RECORTE,150,own_field,0,4,0,4,False
COCO_RECORTE_151,train,COCO_RECORTE,151,own_field,0,6,0,6,False
COCO_RECORTE_152,train,COCO_RECORTE,152,own_field,0,4,0,4,False
COCO_RECORTE_156,train,COCO_RECORTE,156,own_field,0,7,0,7,False
COCO_RECORTE_16,train,COCO_RECORTE,16,own_field,0,4,0,4,False
COCO_RECORTE_17,train,COCO_RECORTE,17,own_field,0,4,0,4,False
COCO_RECORTE_18,train,COCO_RECORTE,18,own_field,0,10,0,10,False
COCO_RECORTE_2,train,COCO_RECORTE,2,own_field,0,1,0,1,False
COCO_RECORTE_22,train,COCO_RECORTE,22,own_field,0,6,0,6,False
COCO_RECORTE_23,train,COCO_RECORTE,23,own_field,0,4,0,4,False
COCO_RECORTE_24,train,COCO_RECORTE,24,own_field,0,5,0,5,False
COCO_RECORTE_25,train,COCO_RECORTE,25,own_field,0,5,0,5,False
COCO_RECORTE_26,train,COCO_RECORTE,26,own_field,0,4,0,4,False
COCO_RECORTE_28,train,COCO_RECORTE,28,own_field,0,5,0,5,False
COCO_RECORTE_29,train,COCO_RECORTE,29,own_field,0,4,0,4,False
COCO_RECORTE_3,train,COCO_RECORTE,3,own_field,0,3,0,3,False
COCO_RECORTE_30,train,COCO_RECORTE,30,own_field,0,6,0,6,False
COCO_RECORTE_31,train,COCO_RECORTE,31,own_field,0,5,0,5,False
COCO_RECORTE_33,train,COCO_RECORTE,33,own_field,0,5,0,5,False
COCO_RECORTE_34,train,COCO_RECORTE,34,own_field,0,3,0,3,False
COCO_RECORTE_35,train,COCO_RECORTE,35,own_field,0,2,0,2,False
COCO_RECORTE_36,train,COCO_RECORTE,36,own_field,0,5,0,5,False
COCO_RECORTE_4,train,COCO_RECORTE,4,own_field,0,5,0,5,False
COCO_RECORTE_40,train,COCO_RECORTE,40,own_field,0,5,0,5,False
COCO_RECORTE_41,train,COCO_RECORTE,41,own_field,0,3,0,3,False
COCO_RECORTE_43,train,COCO_RECORTE,43,own_field,0,3,0,3,False
COCO_RECORTE_44,train,COCO_RECORTE,44,own_field,0,4,0,4,False
COCO_RECORTE_46,train,COCO_RECORTE,46,own_field,0,7,0,7,False
COCO_RECORTE_47,train,COCO_RECORTE,47,own_field,0,2,0,2,False
COCO_RECORTE_48,train,COCO_RECORTE,48,own_field,0,3,0,3,False
COCO_RECORTE_49,train,COCO_RECORTE,49,own_field,0,5,0,5,False
COCO_RECORTE_5,train,COCO_RECORTE,5,own_field,0,3,0,3,False
COCO_RECORTE_50,train,COCO_RECORTE,50,own_field,0,4,0,4,False
COCO_RECORTE_51,train,COCO_RECORTE,51,own_field,0,3,0,3,False
COCO_RECORTE_52,train,COCO_RECORTE,52,own_field,0,5,0,5,False
COCO_RECORTE_53,train,COCO_RECORTE,53,own_field,0,4,0,4,False
COCO_RECORTE_54,train,COCO_RECORTE,54,own_field,0,2,0,2,False
COCO_RECORTE_55,train,COCO_RECORTE,55,own_field,0,2,0,2,False
COCO_RECORTE_57,train,COCO_RECORTE,57,own_field,0,4,0,4,False
COCO_RECORTE_59,train,COCO_RECORTE,59,own_field,0,5,0,5,False
COCO_RECORTE_6,train,COCO_RECORTE,6,own_field,0,2,0,2,False
COCO_RECORTE_60,train,COCO_RECORTE,60,own_field,0,6,0,6,False
COCO_RECORTE_61,train,COCO_RECORTE,61,own_field,0,4,0,4,False
COCO_RECORTE_62,train,COCO_RECORTE,62,own_field,0,4,0,4,False
COCO_RECORTE_64,train,COCO_RECORTE,64,own_field,0,2,0,2,False
COCO_RECORTE_65,train,COCO_RECORTE,65,own_field,0,2,0,2,False
COCO_RECORTE_67,train,COCO_RECORTE,67,own_field,0,3,0,3,False
COCO_RECORTE_68,train,COCO_RECORTE,68,own_field,0,3,0,3,False
COCO_RECORTE_69,train,COCO_RECORTE,69,own_field,0,5,0,5,False
COCO_RECORTE_7,train,COCO_RECORTE,7,own_field,0,7,0,7,False
COCO_RECORTE_70,train,COCO_RECORTE,70,own_field,0,2,0,2,False
COCO_RECORTE_71,train,COCO_RECORTE,71,own_field,0,2,0,2,False
COCO_RECORTE_72,train,COCO_RECORTE,72,own_field,0,3,0,3,False
COCO_RECORTE_73,train,COCO_RECORTE,73,own_field,0,5,0,5,False
COCO_RECORTE_74,train,COCO_RECORTE,74,own_field,0,5,0,5,False
COCO_RECORTE_75,train,COCO_RECORTE,75,own_field,0,8,0,8,False
COCO_RECORTE_76,train,COCO_RECORTE,76,own_field,0,2,0,2,False
COCO_RECORTE_77,train,COCO_RECORTE,77,own_field,0,4,0,4,False
COCO_RECORTE_78,train,COCO_RECORTE,78,own_field,0,3,0,3,False
COCO_RECORTE_80,train,COCO_RECORTE,80,own_field,0,4,0,4,False
COCO_RECORTE_81,train,COCO_RECORTE,81,own_field,0,5,0,5,False
COCO_RECORTE_83,train,COCO_RECORTE,83,own_field,0,3,0,3,False
COCO_RECORTE_85,train,COCO_RECORTE,85,own_field,1,4,0,5,False
COCO_RECORTE_89,train,COCO_RECORTE,89,own_field,0,8,0,8,False
COCO_RECORTE_90,train,COCO_RECORTE,90,own_field,0,2,0,2,False
COCO_RECORTE_92,train,COCO_RECORTE,92,own_field,0,7,0,7,False
COCO_RECORTE_93,train,COCO_RECORTE,93,own_field,0,4,0,4,False
COCO_RECORTE_94,train,COCO_RECORTE,94,own_field,0,4,0,4,False
COCO_RECORTE_95,train,COCO_RECORTE,95,own_field,0,8,0,8,False
COCO_RECORTE_96,train,COCO_RECORTE,96,own_field,0,11,0,11,False
COCO_RECORTE_98,train,COCO_RECORTE,98,own_field,0,3,0,3,False
MINADOR_1,train,MINADOR,1,rust_and_leaf_miner,0,0,8,8,False
MINADOR_10,train,MINADOR,10,rust_and_leaf_miner,0,0,4,4,False
MINADOR_14,train,MINADOR,14,rust_and_leaf_miner,0,0,2,2,False
MINADOR_2,train,MINADOR,2,rust_and_leaf_miner,0,0,7,7,False
MINADOR_20,train,MINADOR,20,rust_and_leaf_miner,0,0,4,4,False
MINADOR_22,train,MINADOR,22,rust_and_leaf_miner,0,0,3,3,False
MINADOR_23,train,MINADOR,23,rust_and_leaf_miner,0,0,6,6,False
MINADOR_24,train,MINADOR,24,rust_and_leaf_miner,0,0,2,2,False
MINADOR_25,train,MINADOR,25,rust_and_leaf_miner,1,0,6,7,False
MINADOR_26,train,MINADOR,26,rust_and_leaf_miner,0,0,4,4,False
MINADOR_27,train,MINADOR,27,rust_and_leaf_miner,0,0,10,10,False
MINADOR_28,train,MINADOR,28,rust_and_leaf_miner,0,0,8,8,False
MINADOR_3,train,MINADOR,3,rust_and_leaf_miner,0,0,3,3,False
MINADOR_30,train,MINADOR,30,rust_and_leaf_miner,0,0,9,9,False
MINADOR_31,train,MINADOR,31,rust_and_leaf_miner,0,0,9,9,False
MINADOR_33,train,MINADOR,33,rust_and_leaf_miner,0,0,4,4,False
MINADOR_35,train,MINADOR,35,rust_and_leaf_miner,0,0,6,6,False
MINADOR_36,train,MINADOR,36,rust_and_leaf_miner,0,0,5,5,False
MINADOR_37,train,MINADOR,37,rust_and_leaf_miner,0,0,7,7,False
MINADOR_38,train,MINADOR,38,rust_and_leaf_miner,0,0,3,3,False
MINADOR_39,train,MINADOR,39,rust_and_leaf_miner,1,0,11,12,False
MINADOR_4,train,MINADOR,4,rust_and_leaf_miner,0,0,2,2,False
MINADOR_40,train,MINADOR,40,rust_and_leaf_miner,0,0,10,10,False
MINADOR_41,train,MINADOR,41,rust_and_leaf_miner,0,0,3,3,False
MINADOR_43,train,MINADOR,43,rust_and_leaf_miner,0,0,7,7,False
MINADOR_44,train,MINADOR,44,rust_and_leaf_miner,0,0,3,3,False
MINADOR_45,train,MINADOR,45,rust_and_leaf_miner,0,0,4,4,False
MINADOR_46,train,MINADOR,46,rust_and_leaf_miner,0,0,5,5,False
MINADOR_47,train,MINADOR,47,rust_and_leaf_miner,0,0,8,8,False
MINADOR_48,train,MINADOR,48,rust_and_leaf_miner,0,0,14,14,False
MINADOR_49,train,MINADOR,49,rust_and_leaf_miner,0,0,7,7,False
MINADOR_50,train,MINADOR,50,rust_and_leaf_miner,0,0,7,7,False
MINADOR_51,train,MINADOR,51,rust_and_leaf_miner,0,0,7,7,False
MINADOR_53,train,MINADOR,53,rust_and_leaf_miner,0,0,7,7,False
MINADOR_55,train,MINADOR,55,rust_and_leaf_miner,0,0,8,8,False
MINADOR_58,train,MINADOR,58,rust_and_leaf_miner,0,0,9,9,False
MINADOR_59,train,MINADOR,59,rust_and_leaf_miner,0,0,5,5,False
MINADOR_60,train,MINADOR,60,rust_and_leaf_miner,0,0,3,3,False
MINADOR_63,train,MINADOR,63,rust_and_leaf_miner,0,0,18,18,False
MINADOR_65,train,MINADOR,65,rust_and_leaf_miner,0,0,6,6,False
MINADOR_67,train,MINADOR,67,rust_and_leaf_miner,0,0,7,7,False
MINADOR_68,train,MINADOR,68,rust_and_leaf_miner,2,0,7,9,False
MINADOR_69,train,MINADOR,69,rust_and_leaf_miner,0,0,4,4,False
MINADOR_7,train,MINADOR,7,rust_and_leaf_miner,0,0,7,7,False
MINADOR_70,train,MINADOR,70,rust_and_leaf_miner,0,0,4,4,False
MINADOR_73,train,MINADOR,73,rust_and_leaf_miner,0,0,9,9,False
MINADOR_74,train,MINADOR,74,rust_and_leaf_miner,0,0,3,3,False
MINADOR_75,train,MINADOR,75,rust_and_leaf_miner,0,0,9,9,False
MINADOR_76,train,MINADOR,76,rust_and_leaf_miner,0,0,9,9,False
MINADOR_78,train,MINADOR,78,rust_and_leaf_miner,0,0,3,3,False
MINADOR_79,train,MINADOR,79,rust_and_leaf_miner,0,0,7,7,False
MINADOR_8,train,MINADOR,8,rust_and_leaf_miner,0,0,3,3,False
MINADOR_80,train,MINADOR,80,rust_and_leaf_miner,0,0,7,7,False
MINADOR_81,train,MINADOR,81,rust_and_leaf_miner,0,0,5,5,False
MINADOR_82,train,MINADOR,82,rust_and_leaf_miner,0,0,8,8,False
MINADOR_83,train,MINADOR,83,rust_and_leaf_miner,0,0,9,9,False
MINADO_RECORTES_1,train,MINADO_RECORTES,1,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_100,train,MINADO_RECORTES,100,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_101,train,MINADO_RECORTES,101,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_102,train,MINADO_RECORTES,102,rust_and_leaf_miner,0,0,4,4,False
MINADO_RECORTES_104,train,MINADO_RECORTES,104,rust_and_leaf_miner,0,0,5,5,False
MINADO_RECORTES_105,train,MINADO_RECORTES,105,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_106,train,MINADO_RECORTES,106,rust_and_leaf_miner,0,0,3,3,False
MINADO_RECORTES_107,train,MINADO_RECORTES,107,rust_and_leaf_miner,0,0,7,7,False
MINADO_RECORTES_108,train,MINADO_RECORTES,108,rust_and_leaf_miner,0,0,7,7,False
MINADO_RECORTES_110,train,MINADO_RECORTES,110,rust_and_leaf_miner,0,0,8,8,False
MINADO_RECORTES_112,train,MINADO_RECORTES,112,rust_and_leaf_miner,0,0,7,7,False
