img_a_path,img_a_split,img_a_stem,img_a_prefix,img_a_source,img_b_path,img_b_split,img_b_stem,img_b_prefix,img_b_source,label_count_a_roya,label_count_a_coco,label_count_a_minador,label_count_b_roya,label_count_b_coco,label_count_b_minador,phash_dist,dhash_dist,cosine_sim,sift_inliers,containment_a_in_b,containment_b_in_a
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_430.jpg,test,SANAS_SOCORRO_430,SANAS,"{'filename': 'SANAS_SOCORRO_430.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'ecd1f925fe3e549c7a4caffc5bfd26a81932288aebdb18418b484a3652ee3173', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_427.jpg,train,SANAS_SOCORRO_427,SANAS,"{'filename': 'SANAS_SOCORRO_427.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '161924904d559c011c540495f1862037fa1fc854b22032a4eb3b398efff8256a', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",0,0,0,0,0,0,-1,-1,0.9115071892738342,3052,0.9267865,0.9267865
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_423.jpg,train,SANAS_NUEVAS_544,SANAS,"{'filename': 'SANAS_NUEVAS_544.jpg', 'split': 'test', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'cce39c80d68ca42fc371f13ca9251f2dac344d5b375970d26c90ca1e3fd729d0', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '896'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_544.jpg,test,SANAS_SOCORRO_423,SANAS,"{'filename': 'SANAS_SOCORRO_423.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '486be247ed729eb98a470978ad9e813343f414d6cf248f233a66f8ba39d49d3c', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '640'}",0,0,0,0,0,0,0,0,0.9985729455947876,2967,0.9998694,1.3998172
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_164.jpg,test,SANAS_SOCORRO_164,SANAS,"{'filename': 'SANAS_SOCORRO_164.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a03aa9df045e1ea3427a69a808e44e0650d7cb10b398ba17609b8a694ae33cca', 'n_annotations': '0', 'class_ids_present': '', 'width': '704', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_165.jpg,train,SANAS_SOCORRO_165,SANAS,"{'filename': 'SANAS_SOCORRO_165.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '74353e102c56dbe1b7f50d2fbd1a37ab492a169c2eb6984af091b67c25f3035e', 'n_annotations': '0', 'class_ids_present': '', 'width': '704', 'height': '960'}",0,0,0,0,0,0,-1,-1,0.921791136264801,2950,0.56373924,0.56373924
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_163.jpg,test,SANAS_SOCORRO_163,SANAS,"{'filename': 'SANAS_SOCORRO_163.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '3ab9125049e30a2171c4274537997f2ce49c64d2800fbe48d83779d087261143', 'n_annotations': '0', 'class_ids_present': '', 'width': '576', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_343.jpg,train,SANAS_NUEVAS_343,SANAS,"{'filename': 'SANAS_NUEVAS_343.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '2118aae8052f48f9f4bb150f91dae3d5b5a7a95ec2b0f8d5824081286c06fc6f', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.9059169292449951,2878,0.9992611,1.4433771
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_425.jpg,test,SANAS_SOCORRO_425,SANAS,"{'filename': 'SANAS_SOCORRO_425.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '4e518cb58f42ba26fdb1fa08f4e4fdc296282999eb5c5c2af4539fd4319e9580', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_545.jpg,train,SANAS_NUEVAS_545,SANAS,"{'filename': 'SANAS_NUEVAS_545.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '43f309e07ed1af8b0a20f28f6de55a197904379e097f0ba6a3041fd636b706ae', 'n_annotations': '0', 'class_ids_present': '', 'width': '896', 'height': '960'}",0,0,0,0,0,0,-1,-1,0.9577003717422485,2833,0.99883074,1.2712392
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_438.jpg,test,SANAS_SOCORRO_438,SANAS,"{'filename': 'SANAS_SOCORRO_438.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'de0725b1905dc18a55c51a31cc67d01b4e4052315c767a56a0fa6cc15f82127c', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '576'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_553.jpg,train,SANAS_NUEVAS_553,SANAS,"{'filename': 'SANAS_NUEVAS_553.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'db3c435dfdbcf8a45e0a8294a3c009de31c331a8e518b8544347696433743cf5', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.9457668662071228,2808,0.9987232,1.4426001
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_162.jpg,train,SANAS_SOCORRO_162,SANAS,"{'filename': 'SANAS_SOCORRO_162.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '649b895ef2dc7b483cd6ac5671c745a33ea0a3eeb7213a7c2a8c61ba3c3ae309', 'n_annotations': '0', 'class_ids_present': '', 'width': '512', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_342.jpg,val,SANAS_NUEVAS_342,SANAS,"{'filename': 'SANAS_NUEVAS_342.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '8cb946e259183d4274380b3b84f2e85b6f16c098fa6644330b8f7775f505ee38', 'n_annotations': '0', 'class_ids_present': '', 'width': '704', 'height': '960'}",0,0,0,0,0,0,0,0,0.9986238479614258,2694,0.9997716,1.3746859
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_550.jpg,train,SANAS_SOCORRO_434,SANAS,"{'filename': 'SANAS_SOCORRO_434.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'f6963e76adcf221964bbc3cf74c5da5bef907f63c8101d4360b59d50f37b516b', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_434.jpg,test,SANAS_NUEVAS_550,SANAS,"{'filename': 'SANAS_NUEVAS_550.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'ba6d155f7713608816d0fad373cf6eeaaeaa4ec5fe9c6a3de5788f35ad6907eb', 'n_annotations': '0', 'class_ids_present': '', 'width': '896', 'height': '960'}",0,0,0,0,0,0,2,7,0.9691239595413208,2685,0.9703037,0.7623815
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_344.jpg,test,SANAS_NUEVAS_344,SANAS,"{'filename': 'SANAS_NUEVAS_344.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'f56375e6dcb51abf453f8c3fabb96f2748797e4d23406d72153b082fecb70fce', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '896'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_345.jpg,train,SANAS_NUEVAS_345,SANAS,"{'filename': 'SANAS_NUEVAS_345.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'eeddd40218a874f0d940cdeb1685d8cd9d0f7c626210c4885a5eabbc5e60aaf7', 'n_annotations': '0', 'class_ids_present': '', 'width': '896', 'height': '960'}",0,0,0,0,0,0,-1,-1,0.9186908602714539,2620,0.56401736,0.56401736
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_344.jpg,test,SANAS_NUEVAS_344,SANAS,"{'filename': 'SANAS_NUEVAS_344.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'f56375e6dcb51abf453f8c3fabb96f2748797e4d23406d72153b082fecb70fce', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '896'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_341.jpg,train,SANAS_NUEVAS_341,SANAS,"{'filename': 'SANAS_NUEVAS_341.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '111e3fcd8c846de6138cd51cd8241e3efbdc1663b709834423a41ad806d4730f', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '896'}",0,0,0,0,0,0,-1,-1,0.8933157920837402,2601,0.5565479,0.5565479
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_163.jpg,test,SANAS_SOCORRO_163,SANAS,"{'filename': 'SANAS_SOCORRO_163.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '3ab9125049e30a2171c4274537997f2ce49c64d2800fbe48d83779d087261143', 'n_annotations': '0', 'class_ids_present': '', 'width': '576', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_166.jpg,train,SANAS_SOCORRO_166,SANAS,"{'filename': 'SANAS_SOCORRO_166.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '9fd135498ae98f9f99227e56a8d3ea4b48658c29a185c4e6d5187afc888d2a8c', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '896'}",0,0,0,0,0,0,-1,-1,0.8842204809188843,2589,0.67302746,1.0469316
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_135.jpg,train,SANAS_SOCORRO_135,SANAS,"{'filename': 'SANAS_SOCORRO_135.jpg', 'split': 'test', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd5a8416b08ae2978739585b450b63ff80b5544888cef2b7f1bdb99a2baba0665', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '640'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_321.jpg,val,SANAS_NUEVAS_321,SANAS,"{'filename': 'SANAS_NUEVAS_321.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a22f8273c190b9716b4a67f430418cd833d5e5590791195ffded63bd59cf329d', 'n_annotations': '0', 'class_ids_present': '', 'width': '896', 'height': '960'}",0,0,0,0,0,0,-1,-1,0.9512416124343872,2565,0.99925655,1.3989592
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_164.jpg,test,SANAS_SOCORRO_164,SANAS,"{'filename': 'SANAS_SOCORRO_164.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'a03aa9df045e1ea3427a69a808e44e0650d7cb10b398ba17609b8a694ae33cca', 'n_annotations': '0', 'class_ids_present': '', 'width': '704', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_167.jpg,val,SANAS_SOCORRO_167,SANAS,"{'filename': 'SANAS_SOCORRO_167.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '709be59e544a3e17170aed059400923f225edd908591b0cee8508155a03925ae', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.8986310958862305,2552,0.69813144,0.8250645
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_102.jpg,test,SANAS_SOCORRO_102,SANAS,"{'filename': 'SANAS_SOCORRO_102.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '91d0743528c8eda528f91863101f02e8be56ea2851b378bbb558a5aec5d13912', 'n_annotations': '0', 'class_ids_present': '', 'width': '832', 'height': '960'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_103.jpg,train,SANAS_SOCORRO_103,SANAS,"{'filename': 'SANAS_SOCORRO_103.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'd404d9476a9fe0f23cb7595addd34ff48d58537533cffe855d0cd8821db3c17e', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.9215046167373657,2477,0.95432925,0.95432925
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_104.jpg,train,SANAS_SOCORRO_104,SANAS,"{'filename': 'SANAS_SOCORRO_104.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'c0e18ade30508929db6fd0baa29e33beb28eb062633072fd0057f8e777bbfa21', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_105.jpg,val,SANAS_SOCORRO_105,SANAS,"{'filename': 'SANAS_SOCORRO_105.jpg', 'split': 'val', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '52860f7de67196730a63325362ef75f1b34c8f7b70512c955e886ea6b334b4c6', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '768'}",0,0,0,0,0,0,-1,-1,0.9043876528739929,2464,0.9717744,0.8970225
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_109.jpg,test,SANAS_SOCORRO_109,SANAS,"{'filename': 'SANAS_SOCORRO_109.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': 'c414b7221eeec71e54db29d41aac3469de1f65bb7acceeabafd2e571612181a6', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '704'}",C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_108.jpg,train,SANAS_SOCORRO_108,SANAS,"{'filename': 'SANAS_SOCORRO_108.jpg', 'split': 'train', 'inferred_source': 'own_field', 'provenance_evidence': 'declared_by_author', 'sha256': '7a9d974aad04830edf7dece27b9bdfe5fcde978d52d9c828589286fcc184663d', 'n_annotations': '0', 'class_ids_present': '', 'width': '960', 'height': '832'}",0,0,0,0,0,0,-1,-1,0.8695707321166992,2365,0.8447656,0.9983594
